Topics,Alpha,Beta,Coherence
10,asymmetric,0.31,0.32595946388809766
10,asymmetric,0.61,0.40938763134405143
10,asymmetric,symmetric,0.34695789975931457
11,0.01,0.01,0.3623331358176339
11,0.01,0.31,0.3502747938215918
11,0.01,0.61,0.41362100739141955
11,0.01,symmetric,0.3492012744331052
11,0.31,0.01,0.3573544616366815
11,0.31,0.31,0.3574536892043082
11,0.31,0.61,0.40985915113663823
11,0.31,symmetric,0.32771728005042833
11,0.61,0.01,0.3523401241041931
11,0.61,0.31,0.3308836355415691
11,0.61,0.61,0.3822540387569891
11,0.61,symmetric,0.3465258747458406
11,symmetric,0.01,0.35063098413580046
11,symmetric,0.31,0.366763029559345
11,symmetric,0.61,0.4210796068237704
11,symmetric,symmetric,0.3466527037471398
11,asymmetric,0.01,0.3513401816815765
11,asymmetric,0.31,0.3661316235806024
11,asymmetric,0.61,0.3675995216447474
11,asymmetric,symmetric,0.3388531962774243
12,0.01,0.01,0.3480231420155962
12,0.01,0.31,0.3443079833929778
12,0.01,0.61,0.40075412118508474
12,0.01,symmetric,0.339893414710831
12,0.31,0.01,0.33589936294576783
12,0.31,0.31,0.3731844658101175
12,0.31,0.61,0.39220084055422916
12,0.31,symmetric,0.33805103395200686
12,0.61,0.01,0.35050124682246264
12,0.61,0.31,0.36160456861066975
12,0.61,0.61,0.38542365288386055
12,0.61,symmetric,0.3296682508046606
12,symmetric,0.01,0.34097163262476027
12,symmetric,0.31,0.34222855660122947
12,symmetric,0.61,0.42367460400878004
12,symmetric,symmetric,0.33315535703052174
12,asymmetric,0.01,0.34131528975020503
12,asymmetric,0.31,0.3476384778656685
12,asymmetric,0.61,0.44735864324723473
12,asymmetric,symmetric,0.32419801344254723
13,0.01,0.01,0.3423452097773818
13,0.01,0.31,0.34057605152904674
13,0.01,0.61,0.44068048131176185
13,0.01,symmetric,0.3372555218850269
13,0.31,0.01,0.3359589249967776
13,0.31,0.31,0.3692890329266172
13,0.31,0.61,0.39812470561879193
13,0.31,symmetric,0.3345928398911194
13,0.61,0.01,0.331645544034525
13,0.61,0.31,0.3441086962167591
13,0.61,0.61,0.43767082262092516
13,0.61,symmetric,0.3221915076365851
13,symmetric,0.01,0.34654539223911657
13,symmetric,0.31,0.33414371549372324
13,symmetric,0.61,0.434256884480292
13,symmetric,symmetric,0.32890857500413256
13,asymmetric,0.01,0.33891985044842116
13,asymmetric,0.31,0.3925135864275657
13,asymmetric,0.61,0.40772661133521465
13,asymmetric,symmetric,0.32492290296215265
14,0.01,0.01,0.3386791875546318
14,0.01,0.31,0.3784458148481396
14,0.01,0.61,0.4787274714452833
14,0.01,symmetric,0.33858105111176456
14,0.31,0.01,0.30661576800951534
14,0.31,0.31,0.39357554830910796
14,0.31,0.61,0.43465884567661517
14,0.31,symmetric,0.3176806814100259
14,0.61,0.01,0.31212319743393546
14,0.61,0.31,0.335468807290324
14,0.61,0.61,0.4540185836029891
14,0.61,symmetric,0.316180717896619
14,symmetric,0.01,0.3353766105531141
14,symmetric,0.31,0.415625163685046
14,symmetric,0.61,0.4083429200706066
14,symmetric,symmetric,0.3465317941645888
14,asymmetric,0.01,0.3437751923434292
14,asymmetric,0.31,0.37626582773829664
14,asymmetric,0.61,0.439862172249507
14,asymmetric,symmetric,0.32656145013558946
