Topics,Alpha,Beta,Coherence
12,0.61,0.31,0.3696978918742564
12,0.61,0.61,0.3749869280322846
12,0.61,symmetric,0.3955561534167326
12,symmetric,0.01,0.4404877185717125
12,symmetric,0.31,0.4043911208592787
12,symmetric,0.61,0.3900043742642956
12,symmetric,symmetric,0.4048303108836003
12,asymmetric,0.01,0.4340073628394408
12,asymmetric,0.31,0.41269595642752965
12,asymmetric,0.61,0.4343711554078899
12,asymmetric,symmetric,0.39589524461501435
13,0.01,0.01,0.4188157961298597
13,0.01,0.31,0.40698230808212865
13,0.01,0.61,0.44796450133967824
13,0.01,symmetric,0.3978186322782895
13,0.31,0.01,0.4158507859893782
13,0.31,0.31,0.40969476776005614
13,0.31,0.61,0.42095634520772385
13,0.31,symmetric,0.39470738818178996
13,0.61,0.01,0.40103698952315037
13,0.61,0.31,0.3865660399784087
13,0.61,0.61,0.4208701477970793
13,0.61,symmetric,0.3961121289390915
13,symmetric,0.01,0.4007033719702743
13,symmetric,0.31,0.4417843312264869
13,symmetric,0.61,0.43894327998365174
13,symmetric,symmetric,0.3983813514468518
13,asymmetric,0.01,0.419940498095897
13,asymmetric,0.31,0.3840750306762125
13,asymmetric,0.61,0.45879544919660314
13,asymmetric,symmetric,0.41749755360779717
14,0.01,0.01,0.4380561738186108
14,0.01,0.31,0.39292870570684685
14,0.01,0.61,0.4247404174742942
14,0.01,symmetric,0.40410730833042025
14,0.31,0.01,0.4158128947724059
14,0.31,0.31,0.380303576490963
14,0.31,0.61,0.42723475578478354
14,0.31,symmetric,0.388090415338881
14,0.61,0.01,0.3969473638859244
14,0.61,0.31,0.38511448882271565
14,0.61,0.61,0.44191296384605927
14,0.61,symmetric,0.40523187048110604
14,symmetric,0.01,0.42590118005121985
14,symmetric,0.31,0.38487969225634516
14,symmetric,0.61,0.4695336619294113
14,symmetric,symmetric,0.3986200279835013
14,asymmetric,0.01,0.42679691718899837
14,asymmetric,0.31,0.4128808071015161
14,asymmetric,0.61,0.3785372200564029
14,asymmetric,symmetric,0.41689063254340797
