Topics,Alpha,Beta,Coherence
13,0.01,0.01,0.3741613111571477
13,0.01,0.31,0.4108974159554319
13,0.01,0.61,0.41365803365119114
13,0.01,symmetric,0.3818697054958295
13,0.31,0.01,0.37262940110393666
13,0.31,0.31,0.3425363030281949
13,0.31,0.61,0.3677175914794263
13,0.31,symmetric,0.37022718672759003
13,0.61,0.01,0.3388724154511416
13,0.61,0.31,0.3556259712432341
13,0.61,0.61,0.3770023374396287
13,0.61,symmetric,0.3556239404726319
13,symmetric,0.01,0.34713574683455867
13,symmetric,0.31,0.4035106874057355
13,symmetric,0.61,0.4322012318480495
13,symmetric,symmetric,0.35940967161702886
13,asymmetric,0.01,0.3593129494337968
13,asymmetric,0.31,0.45527886808620305
13,asymmetric,0.61,0.521834758056931
13,asymmetric,symmetric,0.3857655196266039
14,0.01,0.01,0.36533359033567747
14,0.01,0.31,0.4431066991317404
14,0.01,0.61,0.43582721063657137
14,0.01,symmetric,0.3743589867866454
14,0.31,0.01,0.3446280069913592
14,0.31,0.31,0.3637647892578209
14,0.31,0.61,0.3860239220384914
14,0.31,symmetric,0.33585825988729195
14,0.61,0.01,0.3302684463712905
14,0.61,0.31,0.35026748898423044
14,0.61,0.61,0.41173809896195834
14,0.61,symmetric,0.32839812922796563
14,symmetric,0.01,0.327193504289656
14,symmetric,0.31,0.43154092181578246
14,symmetric,0.61,0.4586958858108074
14,symmetric,symmetric,0.3419176462509628
14,asymmetric,0.01,0.3708654888024716
14,asymmetric,0.31,0.5048463183346491
14,asymmetric,0.61,0.5177735018174828
14,asymmetric,symmetric,0.3760866841041911
